"trial","repl","strain","treat","dose","y","categ"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,3,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,4,"N2","Providencia",383.3474676,1,"Beneficial"
1,5,"N2","Providencia",383.3474676,1,"Beneficial"
1,5,"N2","Providencia",383.3474676,1,"Beneficial"
1,5,"N2","Providencia",383.3474676,1,"Beneficial"
1,6,"N2","Providencia",383.3474676,1,"Beneficial"
1,6,"N2","Providencia",383.3474676,1,"Beneficial"
1,6,"N2","Providencia",383.3474676,1,"Beneficial"
1,6,"N2","Providencia",383.3474676,1,"Beneficial"
1,6,"N2","Providencia",383.3474676,1,"Beneficial"
1,7,"N2","Providencia",383.3474676,1,"Beneficial"
1,7,"N2","Providencia",383.3474676,1,"Beneficial"
1,7,"N2","Providencia",383.3474676,1,"Beneficial"
1,7,"N2","Providencia",383.3474676,1,"Beneficial"
1,7,"N2","Providencia",383.3474676,1,"Beneficial"
1,8,"N2","Providencia",383.3474676,1,"Beneficial"
1,8,"N2","Providencia",383.3474676,1,"Beneficial"
1,8,"N2","Providencia",383.3474676,1,"Beneficial"
1,8,"N2","Providencia",383.3474676,1,"Beneficial"
1,8,"N2","Providencia",383.3474676,1,"Beneficial"
1,9,"N2","Providencia",383.3474676,1,"Beneficial"
1,9,"N2","Providencia",383.3474676,1,"Beneficial"
1,9,"N2","Providencia",383.3474676,1,"Beneficial"
1,9,"N2","Providencia",383.3474676,1,"Beneficial"
1,9,"N2","Providencia",383.3474676,1,"Beneficial"
1,10,"N2","Providencia",383.3474676,1,"Beneficial"
1,10,"N2","Providencia",383.3474676,1,"Beneficial"
1,1,"N2","Raoultella",68.86777194,1,"Beneficial"
1,1,"N2","Raoultella",68.86777194,1,"Beneficial"
1,1,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,2,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,3,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,4,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,5,"N2","Raoultella",68.86777194,1,"Beneficial"
1,6,"N2","Raoultella",68.86777194,1,"Beneficial"
1,6,"N2","Raoultella",68.86777194,1,"Beneficial"
1,7,"N2","Raoultella",68.86777194,1,"Beneficial"
1,7,"N2","Raoultella",68.86777194,1,"Beneficial"
1,7,"N2","Raoultella",68.86777194,1,"Beneficial"
1,7,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,8,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,9,"N2","Raoultella",68.86777194,1,"Beneficial"
1,10,"N2","Raoultella",68.86777194,1,"Beneficial"
1,10,"N2","Raoultella",68.86777194,1,"Beneficial"
1,10,"N2","Raoultella",68.86777194,1,"Beneficial"
1,1,"N2","Serratia",51.57456548,1,"Detrimental"
1,1,"N2","Serratia",51.57456548,1,"Detrimental"
1,1,"N2","Serratia",51.57456548,1,"Detrimental"
1,1,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,2,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,3,"N2","Serratia",51.57456548,1,"Detrimental"
1,4,"N2","Serratia",51.57456548,1,"Detrimental"
1,4,"N2","Serratia",51.57456548,1,"Detrimental"
1,4,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,5,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,6,"N2","Serratia",51.57456548,1,"Detrimental"
1,7,"N2","Serratia",51.57456548,1,"Detrimental"
1,7,"N2","Serratia",51.57456548,1,"Detrimental"
1,7,"N2","Serratia",51.57456548,1,"Detrimental"
1,7,"N2","Serratia",51.57456548,1,"Detrimental"
1,7,"N2","Serratia",51.57456548,1,"Detrimental"
1,8,"N2","Serratia",51.57456548,1,"Detrimental"
1,8,"N2","Serratia",51.57456548,1,"Detrimental"
1,8,"N2","Serratia",51.57456548,1,"Detrimental"
1,8,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,9,"N2","Serratia",51.57456548,1,"Detrimental"
1,10,"N2","Serratia",51.57456548,1,"Detrimental"
1,10,"N2","Serratia",51.57456548,1,"Detrimental"
1,10,"N2","Serratia",51.57456548,1,"Detrimental"
1,10,"N2","Serratia",51.57456548,1,"Detrimental"
1,10,"N2","Serratia",51.57456548,1,"Detrimental"
1,1,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,5,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,5,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,5,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,8,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,8,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,9,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,9,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,10,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,10,"N2","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Control",418.3225267,1,"Control"
1,1,"CB4856","Control",418.3225267,1,"Control"
1,1,"CB4856","Control",418.3225267,1,"Control"
1,2,"CB4856","Control",418.3225267,1,"Control"
1,3,"CB4856","Control",418.3225267,1,"Control"
1,3,"CB4856","Control",418.3225267,1,"Control"
1,3,"CB4856","Control",418.3225267,1,"Control"
1,4,"CB4856","Control",418.3225267,1,"Control"
1,4,"CB4856","Control",418.3225267,1,"Control"
1,5,"CB4856","Control",418.3225267,1,"Control"
1,5,"CB4856","Control",418.3225267,1,"Control"
1,5,"CB4856","Control",418.3225267,1,"Control"
1,5,"CB4856","Control",418.3225267,1,"Control"
1,5,"CB4856","Control",418.3225267,1,"Control"
1,6,"CB4856","Control",418.3225267,1,"Control"
1,6,"CB4856","Control",418.3225267,1,"Control"
1,7,"CB4856","Control",418.3225267,1,"Control"
1,8,"CB4856","Control",418.3225267,1,"Control"
1,9,"CB4856","Control",418.3225267,1,"Control"
1,9,"CB4856","Control",418.3225267,1,"Control"
1,9,"CB4856","Control",418.3225267,1,"Control"
1,10,"CB4856","Control",418.3225267,1,"Control"
1,1,"CB4856","EColi",418.3225267,1,"Beneficial"
1,1,"CB4856","EColi",418.3225267,1,"Beneficial"
1,1,"CB4856","EColi",418.3225267,1,"Beneficial"
1,1,"CB4856","EColi",418.3225267,1,"Beneficial"
1,1,"CB4856","EColi",418.3225267,1,"Beneficial"
1,2,"CB4856","EColi",418.3225267,1,"Beneficial"
1,2,"CB4856","EColi",418.3225267,1,"Beneficial"
1,3,"CB4856","EColi",418.3225267,1,"Beneficial"
1,3,"CB4856","EColi",418.3225267,1,"Beneficial"
1,3,"CB4856","EColi",418.3225267,1,"Beneficial"
1,3,"CB4856","EColi",418.3225267,1,"Beneficial"
1,4,"CB4856","EColi",418.3225267,1,"Beneficial"
1,4,"CB4856","EColi",418.3225267,1,"Beneficial"
1,4,"CB4856","EColi",418.3225267,1,"Beneficial"
1,4,"CB4856","EColi",418.3225267,1,"Beneficial"
1,5,"CB4856","EColi",418.3225267,1,"Beneficial"
1,5,"CB4856","EColi",418.3225267,1,"Beneficial"
1,6,"CB4856","EColi",418.3225267,1,"Beneficial"
1,6,"CB4856","EColi",418.3225267,1,"Beneficial"
1,6,"CB4856","EColi",418.3225267,1,"Beneficial"
1,6,"CB4856","EColi",418.3225267,1,"Beneficial"
1,6,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,7,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,8,"CB4856","EColi",418.3225267,1,"Beneficial"
1,9,"CB4856","EColi",418.3225267,1,"Beneficial"
1,9,"CB4856","EColi",418.3225267,1,"Beneficial"
1,10,"CB4856","EColi",418.3225267,1,"Beneficial"
1,10,"CB4856","EColi",418.3225267,1,"Beneficial"
1,1,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,2,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,3,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,3,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,4,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,4,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,4,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,5,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,5,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,5,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,6,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,6,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,7,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,7,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,7,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,9,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,9,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,9,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,10,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,10,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,10,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,10,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,10,"CB4856","Providencia",383.3474676,1,"Beneficial"
1,1,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,1,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,2,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,2,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,2,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,3,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,4,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,5,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,5,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,5,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,6,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,6,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,6,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,7,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,8,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,8,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,8,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,8,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,8,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,9,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,9,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,10,"CB4856","Raoultella",68.86777194,1,"Beneficial"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,2,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,2,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,2,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,2,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,3,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,3,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,4,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,4,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,4,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,4,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,5,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,6,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,6,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,6,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,6,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,6,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,7,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,7,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,7,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,8,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,8,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,8,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,8,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,8,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,9,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,9,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,9,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,9,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,10,"CB4856","Serratia",51.57456548,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,1,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,2,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,3,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,4,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,5,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,6,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
1,7,"CB4856","Pseudomonas",111.6141351,1,"Detrimental"
